Joshua Project People Group Data

ROL3,Language,NbrPGICs,NbrCountries,Status,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID
avb,Avau,1,1,L,1,,,,N,N,
tmb,Avava,1,1,L,2,,,,N,N,
avi,Avikam,1,1,L,3,,,1957-1973,Y,Y,
avu,Avokaya,2,2,L,4,,2002-2011,1986-1998,Y,Y,avu
kch,Avonnoh,1,1,L,3,,,Yes,N,Y,
vwa,"Awa (China)",1,1,L,3,,,2024,Y,N,
awb,"Awa (Papua New Guinea)",1,1,L,4,,1974-2012,1964,Y,Y,awb
kwi,Awa-Cuaiquer,2,2,L,4,,2002-2006,1979-1982,Y,Y,kwi
awk,Awabakal,,,N,3,,,1827-1997,N,N,
bcu,"Awad Bing",1,1,L,3,,,1992-2011,Y,Y,
awa,Awadhi,433,,L,5,2000-2005,1996,1820-1911,Y,Y,awa
agr,Awajun,1,1,L,5,2008-2024,Yes,1942-2010,Y,Y,agr
awo,Awak,1,1,L,3,,,2008,Y,Y,
agu,Awakateko,1,1,L,4,,2011,1958-1998,N,Y,agu
aya,Awar,1,1,L,1,,,,N,N,
awx,Awara,1,1,L,3,,,2006-2011,N,N,awx
awh,Awbono,1,1,L,3,,,2025,N,N,
bob,Aweer,2,2,L,3,,,2014,N,Y,
awr,Awera,,,N,0,,,,N,N,
awe,Aweti,1,1,L,2,,,,N,Y,
azo,Awing,1,1,L,4,,2019,Yes,Y,Y,azo
auy,Awiyaana,1,1,L,4,,1984-2013,1980,N,Y,auy
auj,Awjilah,1,1,N,0,,,,N,N,
awn,Awngi,2,1,L,4,,2016,2009,Y,Y,
kmn,Awtuw,1,1,L,3,,,Yes,N,Y,
yiu,Awu,2,1,L,1,,,,N,Y,
aww,Awun,1,1,L,1,,,,N,Y,
afu,Awutu,1,1,L,3,,,2024,Y,Y,
auw,Awyi,1,1,N,0,,,,N,N,
psa,"Awyu, Asue",1,1,L,3,,,1985-1987,N,Y,
awy,"Awyu, Edera",1,1,N,2,,,,N,N,
awv,"Awyu, Jair",1,1,L,2,,,,N,N,
yir,"Awyu, North",1,1,L,2,,,,N,N,
aws,"Awyu, South",1,1,N,2,,,,N,N,
ahb,Axamb,1,1,L,3,,,1935-2018,N,Y,
yix,Axi,1,1,L,3,,,2025,Y,Y,
ayq,Ayi,1,1,L,1,,,,N,N,
yyz,Ayizi,,,N,0,,,,N,N,
ayr,"Aymara, Central",4,3,L,5,1986-2013,1954-1977,1829-1966,Y,Y,ayr
ayc,"Aymara, Southern",1,1,L,3,,,Yes,N,N,ayc
ayo,Ayoreo,2,2,L,4,,1982-2021,1957-2010,Y,Y,ayo
abp,"Ayta, Abellen",1,1,L,4,,2020,Yes,Y,N,abp
abc,"Ayta, Ambala",1,1,L,3,,,2014-2024,Y,Y,3952
sgb,"Ayta, Mag-antsi",1,1,L,4,,2006-2012,1995-2006,Y,Y,sgb
blx,"Ayta, Mag-Indi",1,1,L,4,,2020-2021,2002-2010,Y,N,blx
ayt,"Ayta, Magbukun",1,1,L,2,,,,N,Y,
ays,"Ayta, Sorsogon",,,N,0,,,,N,N,
ayu,Ayu,1,1,L,2,,,,N,Y,
azj,"Azerbaijani, North",13,13,L,5,1891-2024,Yes,Yes,Y,Y,azj
azb,"Azerbaijani, South",17,8,L,5,2009-2013,Yes,Yes,Y,Y,azb
aza,Azha,1,1,L,3,,,2020,Y,N,
yiz,Azhe,1,1,L,3,,,2009-2025,Y,Y,
gat,Aziana,1,1,L,4,,2004-2005,1989,N,N,
bvj,Baan,1,1,L,2,,,,N,N,
bqx,Baangi,1,1,L,2,,,,N,Y,
bba,Baatonum,4,4,L,5,1996,1977,1953-1986,Y,Y,bba
bbm,Babango,1,1,L,2,,,,N,N,
bbk,Babanki,1,1,L,4,,2017,2011,Y,Y,bbk
bcd,"Babar, North",1,1,N,0,,,,N,N,
vbb,"Babar, Southeast",1,1,N,0,,,,N,N,
baa,Babatana,2,1,L,4,,1960-1998,1927-1998,N,Y,baa
bcr,Babine,1,1,L,3,,,1978,N,Y,
bzg,Babuza,,,N,0,,,,N,N,
bcy,Bacama,1,1,L,4,,2023,1915,Y,Y,bcy
bhz,Bada,1,1,L,4,,2017,2011,Y,Y,
bfq,Badaga,4,,L,5,Yes,1999,1852-1992,Y,Y,
bde,Bade,1,1,L,3,,,2013,Y,Y,
bdz,Badeshi,2,,N,0,,,,N,N,
bia,Badimaya,,,N,0,,,,N,N,
bac,Baduy,1,1,L,2,,,,N,Y,
pbp,Badyara,3,3,L,2,,,,N,Y,
bvd,Baeggu,1,1,L,4,,2017,Yes,Y,Y,bvd
bvc,Baelelea,1,1,L,4,,2014,Yes,Y,Y,
btr,Baetora,1,1,L,3,,,1978-1982,N,N,
bwt,Bafaw-Balong,1,1,L,4,,Yes,Yes,N,Y,
ksf,Bafia,1,1,L,4,,1996,1964-1990,N,Y,ksf
bfd,Bafut,1,1,L,4,,1999-2006,1998,Y,Y,bfd
bgo,"Baga Koga",,,N,0,,,,N,N,
bmd,"Baga Manduri",1,1,L,2,,,,N,Y,
bcg,"Baga Pokur",1,1,L,2,,,,N,Y,
bsp,"Baga Sitemu",1,1,L,4,,2022,2013-2015,N,Y,bsp
bfy,Bagheli,155,,L,4,,1821-2020,Yes,Y,Y,bfy
bmi,Bagirmi,2,1,L,3,,,2017,N,Y,
bqg,Bago-Kusuntu,1,1,L,3,,,Yes,N,Y,
bgi,Bagobo-Klata,1,1,L,3,,,2025,Y,Y,
bgq,Bagri,423,,L,4,,2014-2019,2001-2013,Y,Y,bgq
bpi,Bagupi,1,1,L,2,,,,N,N,
bqb,Bagusa,1,1,L,0,,,,N,N,
kva,Bagvalal,1,1,L,2,,,,N,N,
bdw,Baham,2,1,L,2,,,,N,Y,
bah,"Bahamas English Creole",1,1,L,2,,,,N,N,
bhv,Bahau,1,1,L,2,,,,N,N,
bjh,Bahinemo,1,1,L,4,,2013,1973-1985,N,Y,
bhj,Bahing,4,,L,4,,2016,Yes,N,Y,
bdq,Bahnar,1,1,L,5,2015,1977-2008,1952-1964,Y,Y,bdq
bsu,Bahonsuai,1,1,L,2,,,,N,N,
bdj,Bai,1,1,L,0,,,,N,N,
bca,"Bai, Central",1,1,L,3,,,2005,Y,Y,
lay,"Bai, Lama",1,1,L,3,,,2023,Y,N,
bfc,"Bai, Panyi",1,1,L,2,,,,N,N,
bfs,"Bai, Southern",1,1,L,3,,,Yes,Y,Y,
bbf,Baibai,1,1,L,3,,,1998,N,Y,
bkx,Baikeno,1,1,L,3,,,2004-2025,N,Y,4254
bqh,Baima,1,1,L,1,,,,N,Y,
bmx,Baimak,1,1,L,2,,,,N,N,
bcz,Bainouk-Gunyaamolo,2,2,L,3,,,2003,N,Y,4082
bab,Bainouk-Gunyuno,1,1,L,2,,,,N,Y,
bcb,Bainouk-Samik,1,1,L,3,,,1998,N,N,
bsw,Baiso,1,1,L,4,,Yes,2023,Y,N,bsw
ppe,Baiyamo,1,1,L,2,,,,N,N,
bjs,Bajan,,,L,2,,,,N,N,
bdl,"Bajau, Indonesian",1,1,L,3,,,2020,Y,Y,
bdr,"Bajau, West Coast",2,2,L,2,,,,N,N,
bjm,Bajelani,1,1,L,1,,,,N,N,
vjk,Bajjika,,,L,3,,,2023,N,N,
bkc,"Baka (Cameroon)",2,2,L,3,,,2011,N,Y,
bdh,"Baka (South Sudan)",2,2,L,4,,2017,1990-2011,Y,Y,bdh
bkq,Bakairi,1,1,L,4,,2011,1969-2006,Y,Y,bkq
bqz,Bakaka,1,1,L,2,,,,N,N,
bei,Bakati',1,1,L,3,,,1986,N,Y,
lra,"Bakati', Rara",2,2,L,3,,,1989,N,Y,
sre,"Bakati', Sara",1,1,L,3,,,1986,N,Y,
bqi,Bakhtiari,1,1,L,4,,Yes,2020,Y,Y,
bki,Baki,1,1,N,4,,2019,1886-2002,N,N,bki
bkh,Bakoko,1,1,L,4,,2023,Yes,N,N,bkh
kme,Bakole,,,N,0,,,,N,N,
bkr,Bakumpai,1,1,L,3,,,Yes,Y,Y,
bjw,Bakwe,1,1,L,4,,2018-2019,2011,Y,N,4150
bls,Balaesang,1,1,L,2,,,,N,N,
blw,Balangao,1,1,L,4,,1982,1966,Y,Y,blw
ble,Balanta,7,4,L,4,,2010-2022,1980-2012,Y,Y,
bjt,Balanta-Ganja,2,2,L,3,,,2019,Y,Y,
blz,Balantak,1,1,L,4,,2010,1991,Y,Y,blz
nsw,Balen,1,1,L,1,,,,N,N,
bcp,"Bali (Democratic Republic of the Congo)",1,1,L,3,,,1979-2023,Y,Y,
ban,"Bali (Indonesia)",3,2,L,5,1990,1978-1989,1910-1988,Y,Y,ban
bcn,"Bali (Nigeria)",1,1,L,4,,2019,2011,N,Y,bcn
bgx,"Balkan Gagauz Turkish",2,2,L,0,,,,N,Y,
bqo,Balo,1,1,L,1,,,,N,Y,
bgp,"Balochi, Eastern",98,,L,4,,1901-1906,1815-1906,Y,Y,bgp
bcc,"Balochi, Southern",76,,L,4,,1999-2025,Yes,Y,Y,bcc
bgn,"Balochi, Western",74,,L,3,,,1984-2020,Y,Y,
biz,Baloi,1,1,L,3,,,2024,N,Y,
bft,Balti,56,,L,3,,,1903-1997,Y,Y,
bam,Bamanankan,11,10,L,5,1961-2019,1933,1923-1942,Y,Y,
ptu,Bambam,1,1,L,4,,2004-2010,1994-1999,Y,Y,ptu
baw,Bambili-Bambui,1,1,L,2,,,,N,Y,
bcf,Bamu,1,1,L,3,,,1952-2023,Y,Y,
bax,Bamun,1,1,L,5,1988,1967,1925-1980,Y,Y,3828
bmg,Bamwe,1,1,L,2,,,,N,N,
bfk,"Ban Khor Sign Language",,,L,0,,,,N,N,
bcw,Bana,2,2,L,4,,2005-2019,1985,Y,Y,bcw
vrt,"Banam Bay",1,1,L,2,,,,N,N,
bnd,Banda,1,1,L,0,,,,N,N,
bjo,"Banda, Mid-Southern",3,3,L,3,,,2025,Y,Y,
lnl,"Banda, South Central",3,2,L,4,,2020,1999,Y,N,lnl
tor,"Banda, Togbo-Vara",3,3,L,2,,,,N,Y,
bbp,"Banda, West Central",2,2,L,1,,,,N,Y,
liy,Banda-Bambari,1,1,L,4,,2024,2012,Y,N,
bpd,Banda-Banda,2,2,L,1,,,,N,N,
bqk,Banda-Mbres,2,2,L,2,,,,N,N,
bfl,Banda-Ndele,2,2,L,2,,,,N,N,
yaj,Banda-Yangere,1,1,L,2,,,,N,N,
bza,Bandi,2,2,L,4,,1998-2000,1954-1995,Y,Y,bza
bqj,Bandial,2,1,L,4,,2014-2015,2006,Y,Y,bqj
bdy,Bandjalang,1,1,N,0,,,,N,N,
bxg,Bangala,1,1,L,5,1953-2025,1928-1977,1916-1932,N,Y,
bgf,Bangandu,2,2,L,3,,,1992,N,Y,
bbe,Bangba,1,1,L,2,,,,N,Y,
bgz,Banggai,1,1,L,5,2002,Yes,Yes,Y,Y,bgz
bni,Bangi,3,3,L,4,,1909-1947,1892-1928,Y,Y,bni
dba,Bangime,1,1,L,1,,,,N,N,
mfb,Bangka,2,1,L,3,,,2020,Y,Y,
bnj,Bangon,1,1,L,5,2023,1996,1980,Y,Y,bnj
bnx,Bangubangu,1,1,L,3,,,2025,N,Y,
bsj,Bangwinji,1,1,L,3,,,2008,Y,Y,
bwi,Baniwa,3,2,L,4,,1965-1985,1959,N,Y,
bjn,Banjar,1,1,L,3,,,2006-2019,Y,Y,bjn
bxw,Bankagooma,1,1,L,3,,,2024,Y,N,
jjr,Bankal,1,1,L,2,,,,N,Y,
abb,Bankon,1,1,L,2,,,,N,N,
bcm,Bannoni,1,1,L,3,,,2013,N,N,
bap,Bantawa,36,,L,4,,2020-2021,Yes,Y,Y,bap
bfx,Bantayanon,1,1,L,2,,,,N,N,
bnq,Bantik,1,1,N,2,,,,N,N,
bno,Bantoanon,1,1,L,4,,2016,1992-1996,Y,Y,bno
pnw,Banyjima,1,1,N,0,,,,N,N,
bci,Baoule,3,2,L,5,1998,1953-1975,1946-1994,Y,Y,bci
bbb,Barai,1,1,L,4,,1994-2013,1973-2004,Y,Y,bbb
baj,Barakai,1,1,L,1,,,,N,N,
brd,Baram,4,,N,0,,,,N,Y,
bbg,Barama,1,1,L,3,,,Yes,N,N,
brm,Barambu,1,1,L,2,,,,N,N,
bmz,Baramu,1,1,L,3,,,2009,N,N,
brp,Barapasi,1,1,L,2,,,,N,Y,
brs,Baras,,,N,3,,,2010,N,N,
bsn,Barasana-Eduria,2,1,L,4,,2001-2010,1973,N,Y,bsn
boi,Barbareno,,,N,0,,,,N,N,
bcj,Bardi,1,1,N,0,,,,N,Y,
bae,Bare,,,N,0,,,,N,N,
bva,Barein,1,1,L,3,,,1998,N,Y,
bpx,"Bareli, Palya",10,,L,4,,2020,Yes,N,Y,bpx
bfb,"Bareli, Pauri",11,,L,4,,2017-2023,Yes,Y,Y,bfb
bgd,"Bareli, Rathwi",23,,L,4,,2021,1986,Y,Y,
mlp,Bargam,1,1,L,4,,2001-2014,1989-1994,N,N,mlp
bfa,Bari,5,4,L,5,1979,1954,1927-1964,Y,Y,bfa
mot,Bari,3,3,L,2,,,,N,Y,
bch,Bariai,1,1,L,4,,2012-2013,1998-2012,Y,N,bch
bjc,Bariji,1,1,L,2,,,,N,Y,
bxo,Barikanchi,,,N,0,,,,N,N,
jbk,Barikewa,1,1,L,2,,,,N,N,
bjk,Barok,1,1,L,4,,2017,1929,N,Y,bjk
bbi,Barombi,1,1,L,2,,,,N,Y,
bjz,Baruga,1,1,L,4,,2017,1995-2008,N,Y,bjz
bwg,Barwe,1,1,L,2,,,,N,N,
bjf,"Barzani-Sandu Jewish Neo-Aramaic",,,N,0,,,,N,Y,
bzw,Basa,1,1,L,5,2008-2009,1972,1946-1965,Y,Y,bzw
buj,Basa-Gurmana,1,1,L,3,,,Yes,N,Y,
bas,Basaa,1,1,L,5,1969,1939-1967,1922-1967,Y,Y,
bdb,Basap,1,1,L,2,,,,N,Y,
bsg,Bashkardi,1,1,L,0,,,,N,N,
bak,Bashkort,4,4,L,5,2023,2014-2015,1899-2003,Y,N,bak
bst,Basketo,1,1,L,4,,2014,2006,Y,Y,bst
eus,Basque,11,11,L,5,1859-2004,1571-1988,1715-1982,Y,Y,eus
bsq,Bassa,2,2,L,5,2002-2005,1970,1844-1988,Y,Y,bsq
bsr,Bassa-Kontagora,1,1,N,0,,,,N,N,
bsi,Bassossi,1,1,L,2,,,,N,Y,
bta,Bata,2,2,L,2,,,,N,Y,
bya,Batak,1,1,L,3,,,1972,N,Y,
btz,"Batak Alas-Kluet",2,1,L,3,,,2019-2022,Y,N,
akb,"Batak Angkola",1,1,L,5,1991,1879-1902,1872-1889,Y,Y,akb
btd,"Batak Dairi",3,1,L,5,1998,1983,1979,Y,Y,btd
btx,"Batak Karo",2,1,L,5,1987-2003,1928-1979,1910-1951,Y,Y,btx
btm,"Batak Mandailing",2,2,L,3,,,2020,Y,Y,
bts,"Batak Simalungun",1,1,L,5,1976-2007,1953,1939,Y,Y,bts
bbc,"Batak Toba",2,1,L,5,1894-2002,1878-1885,1859-1885,Y,Y,bbc
bnm,Batanga,2,2,L,3,,,1953-2023,N,Y,
btq,Batek,1,1,L,3,,,2024,Y,N,
btv,Bateri,9,,L,2,,,,N,N,
bhm,Bathari,,,N,0,,,,N,N,
btc,"Bati (Cameroon)",1,1,L,2,,,,N,N,
bvt,"Bati (Indonesia)",1,1,L,1,,,,N,N,
bbl,Bats,1,1,N,0,,,,N,N,
btu,Batu,1,1,L,2,,,,N,Y,
zbt,Batui,1,1,L,3,,,2022,Y,N,
bsf,Bauchi,1,1,L,2,,,,N,Y,
bpe,Bauni,1,1,L,3,,,2011-2018,N,Y,
brg,Baure,1,1,N,3,,,1960-1966,N,Y,
bge,Bauria,6,,L,4,,2019,Yes,Y,Y,
bxa,Bauro,1,1,L,3,,,1922,N,Y,
bwk,Bauwaki,1,1,L,2,,,,N,N,
bvz,Bauzi,1,1,L,4,,2008-2019,1985-2011,N,Y,
bar,Bavarian,14,14,L,5,1998,Yes,1971,N,Y,
bvy,Baybayanon,1,1,L,0,,,,N,N,
byg,Baygo,,,N,0,,,,N,N,
byl,Bayono,1,1,L,3,,,2025,N,N,
bda,Bayot,3,3,L,3,,,2011-2018,Y,Y,
bxj,Bayungu,,,N,0,,,,N,N,
bfr,Bazigar,3,,L,3,,,2012,Y,Y,
bea,Beaver,1,1,N,3,,,1886-2017,N,Y,bea
bfp,Beba,1,1,L,2,,,,N,N,
beb,Bebele,1,1,L,2,,,,N,N,
bek,Bebeli,1,1,L,1,,,,N,Y,
bxp,Bebil,1,1,L,2,,,,N,N,
beo,Bedamuni,1,1,L,5,2008,1991,1977,Y,Y,beo
bej,Bedawiyet,5,3,L,4,,Yes,2008-2010,Y,Y,
bjv,Bedjond,1,1,L,4,,2011-2013,2009,N,N,bjv
bed,Bedoanas,1,1,L,2,,,,N,N,
bkf,Beeke,1,1,N,0,,,,N,N,
bxq,Beele,,,N,0,,,,N,Y,
beq,Beembe,1,1,L,5,2023,2013-2014,Yes,Y,Y,beq
bnz,Beezen,1,1,L,1,,,,N,N,
bby,Befang,2,1,L,2,,,,N,Y,
ebc,Beginci,1,1,L,2,,,,N,N,
bep,Behoa,1,1,L,4,,2015,2004-2008,Y,Y,bep
bkv,Bekwarra,1,1,L,4,,1983-2013,1970,Y,Y,bkv
bkw,Bekwel,3,3,L,4,,Yes,2009-2014,Y,Y,bkw
beg,Belait,2,2,L,2,,,,N,N,
bxb,"Belanda Bor",1,1,L,2,,,,N,Y,
bvi,"Belanda Viri",1,1,L,3,,,2024,Y,Y,
bel,Belarusian,20,20,L,5,1973-2017,1931,1517-1995,Y,Y,bel
byw,Belhariya,2,,L,3,,,Yes,N,N,
bey,"Beli (Papua New Guinea)",1,1,L,3,,,2013,N,Y,
blm,"Beli (South Sudan)",1,1,L,3,,,2008-2013,Y,Y,
bzj,"Belize English Creole",3,3,L,4,,2012,1999-2012,N,N,bzj
blc,"Bella Coola",,,N,0,,,,N,Y,
brw,Bellari,4,,L,2,,,,N,N,
glb,Belning,1,1,L,2,,,,N,N,
bem,Bemba,9,4,L,5,1956-2016,1916-2003,1904-1948,Y,Y,bem
bmb,Bembe,2,2,L,5,1991,1979,1936-1966,Y,Y,
yun,"Bena (Nigeria)",1,1,L,3,,,2013,Y,Y,
bez,"Bena (Tanzania)",1,1,L,4,,1914-2022,Yes,Y,Y,bez
bef,Benabena,1,1,L,4,,1982-2022,1969,Y,Y,bef
egm,Benamanga,1,1,L,4,,Yes,Yes,N,N,
bcq,Bench,1,1,L,5,2023,1990,1991,Y,Y,
bdp,Bende,1,1,L,3,,,2017-2025,Y,N,
bct,Bendi,1,1,L,2,,,,N,N,
bnv,Beneraf,1,1,L,0,,,,N,Y,
nhb,Beng,1,1,L,3,,,1983-1993,N,Y,
bng,Benga,2,2,L,5,1929,1895-1929,1863,N,N,3862
ben,Bengali,914,,L,5,1809-2022,1801-1984,1800-1980,Y,Y,ben
bgy,Benggoi,1,1,N,2,,,,N,N,
bnu,Bentong,1,1,L,2,,,,N,N,
byd,Benyadu',1,1,L,3,,,1952,Y,Y,
bie,Bepour,1,1,L,2,,,,N,N,
zbc,"Berawan, Central",1,1,N,0,,,,N,Y,
zbe,"Berawan, East",1,1,L,2,,,,N,N,
zbw,"Berawan, West",1,1,L,3,,,2005-2011,N,N,
bkl,Berik,2,1,L,4,,1993,1979-1986,N,Y,bkl
bit,Berinomo,1,1,L,2,,,,N,Y,
bom,Berom,1,1,L,5,2009,1984-2009,1916-1936,Y,Y,bom
wti,Berta,3,2,L,3,,,2006,N,Y,
bes,Besme,1,1,L,1,,,,N,N,
bfe,Betaf,1,1,L,2,,,,N,Y,
bew,Betawi,1,1,L,3,,,2020,Y,Y,
byf,Bete,,,N,0,,,,N,N,
bev,"Bete, Daloa",1,1,L,4,,1996,1993,Y,Y,
btg,"Bete, Gagnoa",1,1,L,4,,2023-2024,Yes,Y,Y,3837
bet,"Bete, Guiberoua",1,1,L,4,,1982-2022,1978,Y,Y,bet
btt,Bete-Bendi,1,1,L,4,,1982-2025,1977,Y,Y,
eot,Beti,,,N,2,,,,N,Y,
kap,Bezhta,2,2,L,3,,,1999-2019,N,Y,kap
bhd,Bhadrawahi,68,,L,5,2025-2026,2017-2021,Yes,Y,Y,bhd
bhx,Bhalay,,,L,2,,,,N,Y,
bha,Bharia,1,,L,3,,,Yes,Y,Y,
bgw,Bhatri,97,,L,4,,2017,Yes,Y,Y,
bht,Bhattiyali,82,,L,4,,2020-2022,2019,Y,Y,bht
bhe,Bhaya,,,L,3,,,Yes,N,N,
bhy,Bhele,1,1,L,3,,,1939-2024,Y,Y,
bhi,Bhilali,20,,L,4,,2022-2023,2016,Y,Y,4054
bhb,Bhili,182,,L,4,,1930,1916-1996,Y,Y,
bdt,Bhogoto,1,1,L,4,,2024,2012,Y,N,
bho,Bhojpuri,687,,L,4,,1998-2007,1911-1982,Y,Y,bho
byh,Bhujel,4,,N,4,,Yes,Yes,N,N,
bhu,Bhunjia,4,,L,4,,2022-2023,Yes,N,Y,bhu
bif,Biafada,1,1,L,3,,,2022,Y,Y,
bdf,Biage,1,1,L,2,,,,N,N,
bhw,Biak,1,1,L,4,,1990,1870-1980,Y,Y,bhw
beh,Biali,4,4,L,4,,2018,2008–2015,N,Y,3850
big,Biangai,1,1,L,4,,1985-2013,1973,N,Y,big
byk,Biao,1,1,L,1,,,,N,N,
bmt,"Biao Mon",1,1,L,1,,,,N,N,
bje,"Biao-Jiao Mien",3,1,N,2,,,,N,Y,
biu,Biate,2,,L,5,1985-2014,1985-1991,1949-1991,N,Y,biu
sdo,"Bidayuh Serian",2,2,L,3,,,Yes,N,Y,
sne,"Bidayuh, Bau",2,2,L,4,,2019,Yes,Y,Y,
bth,"Bidayuh, Biatah",2,2,L,5,2003-2014,1963-2003,1887-1912,N,N,bth
trx,"Bidayuh, Tringgus-Sembaan",1,1,L,2,,,,N,N,
bid,Bidiyo,1,1,L,3,,,2018-2023,N,Y,
bjg,Bidyogo,1,1,L,4,,1975,1973-2012,Y,Y,
bmc,Biem,1,1,L,2,,,,N,N,
bnk,Bierebo,1,1,L,2,,,,N,N,
brj,Bieria,1,1,N,3,,,1898-1914,N,N,
bhc,Biga,1,1,L,2,,,,N,N,
ibh,Bih,,,N,2,,,,N,N,
jbm,Bijim,1,1,L,2,,,,N,Y,
bix,Bijori,3,,L,4,,2025,Yes,N,Y,
ubl,"Bikol, Buhi'non",1,1,L,4,,2017-2018,Yes,Y,N,
bcl,"Bikol, Central",2,1,L,5,1914-1992,1909-1987,1898-1987,Y,Y,bcl
lbl,"Bikol, Libon",1,1,L,2,,,,N,N,
rbl,"Bikol, Miraya",1,1,L,2,,,,N,N,
cts,"Bikol, Northern Catanduanes",1,1,L,2,,,,N,N,
bto,"Bikol, Rinconada",1,1,L,4,,2016,Yes,Y,N,
bln,"Bikol, Southern Catanduanes",1,1,L,4,,2022,Yes,N,N,
fbl,"Bikol, West Albay",1,1,L,2,,,,N,N,
bip,Bila,1,1,L,3,,,2020-2024,N,Y,
kfs,Bilaspuri,129,,L,5,2026,2017-2021,Yes,Y,Y,kfs
bpz,Bilba,1,1,L,2,,,,N,Y,
brz,Bilbil,1,1,L,2,,,,N,N,
byn,Bilen,1,1,L,4,,2018,1984,Y,Y,
bil,Bille,1,1,L,3,,,Yes,N,Y,
blb,Bilua,1,1,L,4,,1995,1919-1992,Y,Y,blb
bhp,Bima,1,1,L,4,,2001,Yes,Y,Y,bhp
bhl,Bimin,1,1,L,4,,2008-2014,1995-2004,Y,Y,bhl
bim,Bimoba,1,1,L,5,2004-2017,1986-2001,1971-1973,Y,Y,bim
byj,"Bina (Nigeria)",1,1,L,2,,,,N,Y,
bxz,Binahari,1,1,L,2,,,,N,N,
bhg,Binandere,3,1,L,3,,,1903-2021,Y,Y,bhg
bpj,Bindji,1,1,L,4,,1962,Yes,N,Y,
bon,Bine,1,1,L,4,,1993-2013,1934-1982,Y,Y,bon
bne,Bintauna,1,1,L,2,,,,N,N,
bkd,Binukid,1,1,L,4,,1986-2017,1956-1979,Y,Y,bkd
kyn,"Binukidnon, Northern",1,1,L,3,,,Yes,N,N,
mtw,"Binukidnon, Southern",1,1,L,3,,,2023,N,N,
bjr,Binumarien,1,1,L,4,,1983-2018,1968,N,Y,bjr
biq,Bipi,1,1,L,2,,,,N,N,
brf,Bira,1,1,L,3,,,1930,N,Y,
brr,Birao,1,1,L,2,,,,N,Y,
btf,Birgit,1,1,L,1,,,,N,N,
biy,Birhor,1,,L,4,,2023,Yes,N,Y,
bzr,Biri,,,N,0,,,,N,N,
bfo,"Birifor, Malba",1,1,L,4,,1993-1994,Yes,Y,Y,bfo
biv,"Birifor, Southern",2,2,L,4,,2006-2011,1993-2001,Y,Y,biv
bqq,Biritai,1,1,L,3,,,2025,N,N,
bvq,Birri,1,1,N,0,,,,N,N,
brl,Birwa,3,3,L,1,,,,N,Y,
bib,Bisa,4,4,L,5,2022,2000-2008,1996,Y,Y,bib
bqp,Bisa,1,1,L,4,,2005,1993-1998,N,N,bqp
bsb,"Bisaya, Brunei",2,2,L,3,,,1938,N,N,
bsy,"Bisaya, Sabah",2,2,L,3,,,1938,N,Y,
ije,Biseni,,,L,2,,,,N,N,
bpy,Bishnupuriya,46,,L,3,,,1995-2011,Y,Y,
bnw,Bisis,1,1,L,4,,2013,Yes,N,Y,
bis,Bislama,4,3,L,5,1998-2012,1980,1968-1988,Y,Y,bis
bir,Bisorio,1,1,L,5,2016,1993,1984,N,N,
bzi,Bisu,1,1,L,4,,2015-2017,Yes,Y,Y,bzi
bgk,Bit,2,2,L,2,,,,N,N,
brt,Bitare,2,2,L,2,,,,N,Y,
mcc,Bitur,1,1,L,3,,,1975-2010,N,Y,
bwm,Biwat,1,1,L,2,,,,N,Y,
byo,Biyo,2,1,L,2,,,,N,Y,
bpm,Biyom,1,1,L,2,,,,N,N,
bpr,"Blaan, Koronadal",2,1,L,4,,1995-2010,1955-1986,Y,Y,bpr
bps,"Blaan, Sarangani",1,1,L,4,,1981-2014,1968-1999,Y,Y,bps
blp,Blablanga,1,1,L,1,,,,N,N,
bla,Blackfoot,2,2,L,3,,,1887-1980,Y,Y,bla
bfh,Blafe,1,1,L,1,,,,N,Y,
beu,Blagar,1,1,L,3,,,2008-2016,N,Y,
blr,Blang,3,3,L,4,,2020-2021,1998-2015,Y,Y,blr
bgl,"Bo (Laos)",1,1,L,3,,,2024,N,Y,4345
bpw,"Bo (Papua New Guinea)",1,1,L,4,,2024,2017,N,Y,
mae,Bo-Rukul,1,1,L,3,,,Yes,N,Y,
mux,Bo-Ung,1,1,L,4,,2004-2014,1989-1990,N,N,mux
bzl,Boano,1,1,L,2,,,,N,N,
bwq,"Bobo Madare, Southern",1,1,L,5,2004,1981,1965,Y,Y,
bgb,Bobongko,1,1,L,2,,,,N,N,
bty,Bobot,1,1,N,0,,,,N,N,
boy,Bodo,,,N,0,,,,N,N,
bdv,"Bodo Parja",20,,L,4,,2020-2024,Yes,Y,Y,bdv
bff,Bofi,1,1,L,2,,,,N,N,
bvw,Boga,1,1,L,3,,,2025,N,Y,4364
boq,Bogaya,1,1,L,2,,,,N,Y,
bux,Boghom,1,1,L,3,,,2022,Y,Y,bux
ilk,Bogkalot,1,1,L,4,,1982-2004,1964-1965,Y,Y,
bqu,Boguru,1,1,N,0,,,,N,N,
bhn,"Bohtan Neo-Aramaic",1,1,L,0,,,,N,N,
bzf,Boikin,1,1,L,3,,,1971-2003,N,Y,
ybk,Bokha,1,1,L,1,,,,N,N,
bqc,"Boko (Benin)",2,2,L,5,1992-2010,1984,Yes,N,Y,bqc
